BatsmanName,venue,city,TotalBatsmenRuns_Venue,TotalBatsmenSixes_Venue,TotalBatsmenFours_Venue,TotalBallsFaced_Venue,TotalDotBalls_Venue,DotBallPercentage_Venue,BoundaryPercentage_Venue,TotalInnings_Venue,NumberOfOuts_Venue,NotOuts_Venue,BattingStrikeRate_Venue,BattingAverage_Venue
Daryl Mitchell,Sportpark Westvliet,Voorburg,66,2,5,41,7,17.07,48.48,2,1,1,160.98,66
Daryl Mitchell,Sydney Cricket Ground,Sydney,75,1,3,59,13,22.03,24,2,1,1,127.12,75
Daryl Mitchell,Trent Bridge,Nottingham,14,1,0,7,,,42.86,1,,,200,
Daryl Mitchell,University Oval,Dunedin,8,0,1,5,1,20,50,1,1,0,160,8
Daryl Mitchell,Zayed Cricket Stadium,Abu Dhabi,89,4,7,59,19,32.2,58.43,2,1,1,150.85,89
David Willey,Edgbaston,Birmingham,33,2,3,22,8,36.36,72.73,1,,,150,
David Willey,Gaddafi Stadium,Lahore,0,0,0,1,1,100,,1,,,0,
David Willey,Manuka Oval,Canberra,0,0,0,2,2,100,,1,,,0,
David Willey,National Stadium,Karachi,11,0,2,10,5,50,72.73,1,1,0,110,11
David Willey,The Rose Bowl,Southampton,0,0,0,1,1,100,,1,1,0,0,0
David Willey,Trent Bridge,Nottingham,16,1,2,11,7,63.64,87.5,1,1,0,145.45,16
D'Arcy Short,Manuka Oval,Canberra,34,0,3,38,15,39.47,35.29,1,1,0,89.47,34
D'Arcy Short,Sydney Cricket Ground,Sydney,16,0,2,12,4,33.33,50,2,2,0,133.33,8
Deepak Chahar,Eden Gardens,Kolkata,21,1,2,8,,,66.67,1,,,262.5,
Deepak Chahar,Holkar Cricket Stadium,Indore,31,3,2,17,7,41.18,83.87,1,1,0,182.35,31
Deepak Chahar,Shaheed Veer Narayan Singh International Stadium,Raipur,0,0,0,2,2,100,,1,1,0,0,0
Dhananjaya de Silva,Bellerive Oval,Tasmania,31,1,2,25,10,40,45.16,1,1,0,124,31
Dhananjaya de Silva,Brisbane Cricket Ground,Brisbane,66,2,6,42,10,23.81,54.55,1,,,157.14,
Dhananjaya de Silva,Dubai International Cricket Stadium,Dubai,37,0,5,33,15,45.45,54.05,2,2,0,112.12,18.5
Dhananjaya de Silva,Eden Park,Auckland,15,1,1,10,5,50,66.67,1,1,0,150,15
Dhananjaya de Silva,GMHBA Stadium,Geelong,45,1,4,33,8,24.24,48.89,3,2,1,136.36,22.5
Dhananjaya de Silva,John Davies Oval,Queenstown,20,2,1,9,2,22.22,80,1,1,0,222.22,20
Dhananjaya de Silva,Maharashtra Cricket Association Stadium,Pune,3,0,0,6,3,50,0,1,1,0,50,3
Dhananjaya de Silva,Perth Stadium,Perth,26,0,3,23,9,39.13,46.15,1,1,0,113.04,26
Dhananjaya de Silva,R Premadasa Stadium,Colombo,93,1,6,90,35,38.89,32.26,7,4,3,103.33,23.25
Dhananjaya de Silva,Rangiri Dambulla International Stadium,Dambulla,38,1,3,31,14,45.16,47.37,2,2,0,122.58,19
Dhananjaya de Silva,Saurashtra Cricket Association Stadium,Saurashtra,22,1,2,14,7,50,63.64,1,1,0,157.14,22
Dhananjaya de Silva,Sophia Gardens,Wales,3,0,0,4,2,50,0,1,1,0,75,3
Dhananjaya de Silva,Sydney Cricket Ground,Sydney,9,0,0,14,7,50,0,2,2,0,64.29,4.5
Dhananjaya de Silva,Sylhet International Cricket Stadium,Sylhet,8,0,1,12,7,58.33,50,1,1,0,66.67,8
Dhananjaya de Silva,University Oval,Dunedin,37,2,3,26,10,38.46,64.86,1,1,0,142.31,37
Dhananjaya de Silva,Wankhede Stadium,Mumbai,8,0,2,6,4,66.67,100,1,1,0,133.33,8
Delray Rawlins,Belgrano Athletic Club Ground,Buenos Aires,165,15,11,65,13,20,81.21,3,1,2,253.85,165
Delray Rawlins,Coolidge Cricket Ground,Antigua,50,6,2,20,7,35,88,1,1,0,250,50
Delray Rawlins,National Stadium,Karachi,36,2,3,26,12,46.15,66.67,3,2,1,138.46,18
Delray Rawlins,Sir Vivian Richards Stadium,Antigua,65,3,4,42,9,21.43,52.31,2,1,1,154.76,65
Delray Rawlins,St Albans Club,Argentina,75,3,6,65,31,47.69,56,2,1,1,115.38,75
Delray Rawlins,White Hill Field,Bermuda,70,5,5,48,21,43.75,71.43,2,2,0,145.83,35
Devon Conway,Adelaide Oval,Adelaide,28,0,2,33,18,54.55,28.57,1,1,0,84.85,28
Devon Conway,Bay Oval,Mount Maunganui,90,4,7,59,16,27.12,57.78,2,1,1,152.54,90
Devon Conway,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,11,0,1,14,9,64.29,36.36,1,1,0,78.57,11
Devon Conway,Brisbane Cricket Ground,Brisbane,3,0,0,9,7,77.78,0,1,1,0,33.33,3
Devon Conway,Dubai International Cricket Stadium,Dubai,3,0,0,7,5,71.43,0,2,1,1,42.86,3
Devon Conway,Eden Park,Auckland,46,1,6,34,15,44.12,65.22,3,3,0,135.29,15.33
Devon Conway,Edgbaston,Birmingham,9,0,1,7,3,42.86,44.44,1,,,128.57,
Devon Conway,Hagley Oval,Christchurch,332,9,31,248,96,38.71,53.61,6,3,3,133.87,110.67
Devon Conway,JSCA International Stadium Complex,Ranchi,52,1,7,35,9,25.71,65.38,1,1,0,148.57,52
Devon Conway,McLean Park,Napier,137,3,14,103,37,35.92,54.01,3,3,0,133.01,45.67
Devon Conway,Narendra Modi Stadium,Ahmedabad,1,0,0,2,1,50,0,1,1,0,50,1
Devon Conway,Old Trafford,Manchester,2,0,0,5,4,80,0,1,1,0,40,2
Devon Conway,Riverside Ground,Chester-le-Street,3,0,0,8,7,87.5,0,1,1,0,37.5,3
Devon Conway,Sabina Park,Jamaica,106,6,7,80,33,41.25,60.38,3,3,0,132.5,35.33
Devon Conway,Seddon Park,Hamilton,112,3,14,67,20,29.85,66.07,2,1,1,167.16,112
Devon Conway,Sharjah Cricket Stadium,Sharjah,44,0,4,42,12,28.57,36.36,2,1,1,104.76,44
Devon Conway,Sky Stadium,Wellington,99,3,8,74,19,25.68,50.51,2,2,0,133.78,49.5
Devon Conway,Sydney Cricket Ground,Sydney,114,2,10,82,23,28.05,45.61,3,2,1,139.02,57
Devon Conway,University Oval,Dunedin,9,0,1,11,5,45.45,44.44,2,2,0,81.82,4.5
Devon Conway,Westpac Stadium,Wellington,55,1,6,47,16,34.04,54.55,2,2,0,117.02,27.5
Devon Conway,Zayed Cricket Stadium,Abu Dhabi,82,1,9,70,30,42.86,51.22,2,1,1,117.14,82
Daniel Sams,Hagley Oval,Christchurch,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Daniel Sams,Melbourne Cricket Ground,Melbourne,18,0,2,15,7,46.67,44.44,1,1,0,120,18
Daniel Sams,Perth Stadium,Perth,6,0,1,4,1,25,66.67,1,1,0,150,6
Daniel Sams,Rajiv Gandhi International Stadium,Hyderabad,28,2,1,20,8,40,57.14,1,,,140,
Daniel Sams,Sydney Cricket Ground,Sydney,12,0,2,5,1,20,66.67,2,,,240,
Daniel Sams,University Oval,Dunedin,41,4,2,15,1,6.67,78.05,1,1,0,273.33,41
Dan Christian,Daren Sammy National Cricket Stadium,Saint Lucia,42,1,3,37,16,43.24,42.86,4,2,2,113.51,21
Dan Christian,Shere Bangla National Stadium,Dhaka,49,5,2,28,13,46.43,77.55,3,2,1,175,24.5
Danish Aziz,Harare Sports Club,Harare,37,1,1,35,14,40,27.03,2,2,0,105.71,18.5
Evin Lewis,Bellerive Oval,Tasmania,42,1,2,49,24,48.98,33.33,3,3,0,85.71,14
Evin Lewis,Coolidge Cricket Ground,Antigua,55,4,6,34,19,55.88,87.27,3,3,0,161.76,18.33
Evin Lewis,Daren Sammy National Cricket Stadium,Saint Lucia,110,11,8,50,25,50,89.09,3,3,0,220,36.67
Evin Lewis,Dubai International Cricket Stadium,Dubai,62,7,3,40,25,62.5,87.1,2,2,0,155,31
Evin Lewis,Kensington Oval,Barbados,6,0,1,5,2,40,66.67,1,1,0,120,6
Evin Lewis,National Cricket Stadium,Grenada,178,13,14,111,52,46.85,75.28,5,5,0,160.36,35.6
Evin Lewis,Providence Stadium,Guyana,35,2,2,33,16,48.48,57.14,1,,,106.06,
Evin Lewis,Sharjah Cricket Stadium,Sharjah,6,0,1,9,6,66.67,66.67,1,1,0,66.67,6
Evin Lewis,Zayed Cricket Stadium,Abu Dhabi,37,0,7,32,16,50,75.68,2,2,0,115.62,18.5
Eoin Morgan,Boland Park,Paarl,26,1,3,17,7,41.18,69.23,1,,,152.94,
Eoin Morgan,Dubai International Cricket Stadium,Dubai,7,0,1,7,3,42.86,57.14,1,,,100,
Eoin Morgan,Kensington Oval,Barbados,30,1,2,41,29,70.73,46.67,2,2,0,73.17,15
Eoin Morgan,Narendra Modi Stadium,Ahmedabad,33,0,4,30,12,40,48.48,3,3,0,110,11
Eoin Morgan,Newlands,Cape Town,12,1,0,10,6,60,50,1,1,0,120,12
Eoin Morgan,Old Trafford,Manchester,111,8,8,60,19,31.67,72.07,4,4,0,185,27.75
Eoin Morgan,Sharjah Cricket Stadium,Sharjah,57,3,4,48,20,41.67,59.65,2,2,0,118.75,28.5
Eoin Morgan,Sophia Gardens,Wales,11,0,2,9,6,66.67,72.73,1,1,0,122.22,11
Eoin Morgan,The Rose Bowl,Southampton,13,0,2,11,4,36.36,61.54,3,3,0,118.18,4.33
Eoin Morgan,Trent Bridge,Nottingham,16,1,0,15,5,33.33,37.5,1,1,0,106.67,16
Eoin Morgan,Zayed Cricket Stadium,Abu Dhabi,4,0,0,2,1,50,0,1,,,200,
Faf du Plessis,Boland Park,Paarl,11,0,1,11,3,27.27,36.36,1,1,0,100,11
Faf du Plessis,Newlands,Cape Town,110,5,9,77,28,36.36,60,2,1,1,142.86,110
Fabian Allen,Bay Oval,Mount Maunganui,15,2,0,11,6,54.55,80,1,1,0,136.36,15
Fabian Allen,Coolidge Cricket Ground,Antigua,33,4,0,24,12,50,72.73,3,2,1,137.5,16.5
Fabian Allen,Daren Sammy National Cricket Stadium,Saint Lucia,38,3,2,26,10,38.46,68.42,3,2,1,146.15,19
Fabian Allen,Eden Gardens,Kolkata,5,0,1,3,1,33.33,80,1,,,166.67,
Fabian Allen,Eden Park,Auckland,30,1,4,26,15,57.69,73.33,1,1,0,115.38,30
Fabian Allen,Kensington Oval,Barbados,12,1,0,12,6,50,50,2,2,0,100,6
Fabian Allen,National Cricket Stadium,Grenada,67,7,3,34,15,44.12,80.6,3,1,2,197.06,67
Finn Allen,Adelaide Oval,Adelaide,32,1,5,18,9,50,81.25,1,1,0,177.78,32
Finn Allen,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,11,0,2,10,5,50,72.73,1,1,0,110,11
Finn Allen,Brisbane Cricket Ground,Brisbane,16,1,0,11,3,27.27,37.5,1,1,0,145.45,16
Finn Allen,Civil Service Cricket Club,Belfast,50,3,6,34,18,52.94,84,3,3,0,147.06,16.67
Finn Allen,Eden Park,Auckland,124,8,13,59,20,33.9,80.65,4,4,0,210.17,31
Finn Allen,Edgbaston,Birmingham,83,6,4,53,17,32.08,62.65,1,1,0,156.6,83
Finn Allen,Grange Cricket Club Ground,Edinburgh,107,7,8,61,17,27.87,69.16,2,2,0,175.41,53.5
Finn Allen,Hagley Oval,Christchurch,165,10,16,116,60,51.72,75.15,7,7,0,142.24,23.57
Finn Allen,JSCA International Stadium Complex,Ranchi,35,2,4,23,14,60.87,80,1,1,0,152.17,35
Finn Allen,McLean Park,Napier,21,1,2,17,11,64.71,66.67,3,3,0,123.53,7
Finn Allen,Narendra Modi Stadium,Ahmedabad,3,0,0,4,2,50,0,1,1,0,75,3
Finn Allen,Old Trafford,Manchester,3,0,0,6,3,50,0,1,1,0,50,3
Finn Allen,Riverside Ground,Chester-le-Street,21,3,0,15,9,60,85.71,1,1,0,140,21
Finn Allen,Seddon Park,Hamilton,74,5,7,42,19,45.24,78.38,2,2,0,176.19,37
Finn Allen,Shere Bangla National Stadium,Dhaka,68,4,7,42,18,42.86,76.47,3,3,0,161.9,22.67
Finn Allen,Sky Stadium,Wellington,32,3,2,17,8,47.06,81.25,1,1,0,188.24,32
Finn Allen,Sportpark Westvliet,Voorburg,21,2,1,20,13,65,76.19,2,2,0,105,10.5
Finn Allen,Sydney Cricket Ground,Sydney,47,3,6,22,9,40.91,89.36,3,3,0,213.64,15.67
Finn Allen,Trent Bridge,Nottingham,16,0,3,6,2,33.33,75,1,1,0,266.67,16
Finn Allen,University Oval,Dunedin,137,16,5,62,26,41.94,84.67,1,1,0,220.97,137
Fred Klaassen,Bellerive Oval,Tasmania,7,0,0,6,2,33.33,0,1,,,116.67,
Fred Klaassen,GMHBA Stadium,Geelong,3,0,0,3,1,33.33,0,1,1,0,100,3
Fred Klaassen,Perth Stadium,Perth,0,0,0,1,1,100,,1,1,0,0,0
Fred Klaassen,Queens Sports Club,Bulawayo,1,0,0,2,1,50,0,2,1,1,50,1
Fred Klaassen,Sharjah Cricket Stadium,Sharjah,1,0,0,6,5,83.33,0,1,,,16.67,
Fred Klaassen,Sydney Cricket Ground,Sydney,0,0,0,1,1,100,,1,1,0,0,0
Faheem Ashraf,Eden Park,Auckland,31,3,2,18,10,55.56,83.87,1,1,0,172.22,31
Faheem Ashraf,Gaddafi Stadium,Lahore,93,6,6,55,17,30.91,64.52,5,4,1,169.09,23.25
Faheem Ashraf,Harare Sports Club,Harare,3,0,0,6,3,50,0,2,1,1,50,3
Faheem Ashraf,McLean Park,Napier,2,0,0,3,1,33.33,0,1,1,0,66.67,2
Faheem Ashraf,Rawalpindi Cricket Stadium,Rawalpindi,1,0,0,1,,,0,1,,,100,
Faheem Ashraf,Seddon Park,Hamilton,4,0,0,5,2,40,0,1,1,0,80,4
Faheem Ashraf,Sharjah Cricket Stadium,Sharjah,2,0,0,8,6,75,0,1,1,0,25,2
Faheem Ashraf,SuperSport Park,Centurion,7,0,0,11,5,45.45,0,1,1,0,63.64,7
Faheem Ashraf,The Wanderers Stadium,Johannesburg,35,1,4,24,7,29.17,62.86,2,2,0,145.83,17.5
Fakhar Zaman,Dubai International Cricket Stadium,Dubai,123,5,10,100,39,39,56.91,6,5,1,123,24.6
Fakhar Zaman,Eden Park,Auckland,15,1,1,10,3,30,66.67,1,1,0,150,15
Fakhar Zaman,Gaddafi Stadium,Lahore,64,3,4,58,25,43.1,53.12,4,4,0,110.34,16
Fakhar Zaman,Hagley Oval,Christchurch,42,4,1,31,14,45.16,66.67,2,2,0,135.48,21
Fakhar Zaman,Harare Sports Club,Harare,15,0,2,22,16,72.73,53.33,3,3,0,68.18,5
Fakhar Zaman,Headingley,Leeds,8,0,1,8,4,50,50,1,1,0,100,8
Fakhar Zaman,National Stadium,Karachi,32,0,4,23,10,43.48,50,3,3,0,139.13,10.67
Fakhar Zaman,Old Trafford,Manchester,61,2,6,45,15,33.33,59.02,3,3,0,135.56,20.33
Fakhar Zaman,Perth Stadium,Perth,20,0,3,16,7,43.75,60,1,1,0,125,20
Fakhar Zaman,Providence Stadium,Guyana,15,0,2,11,4,36.36,53.33,1,1,0,136.36,15
Fakhar Zaman,Rawalpindi Cricket Stadium,Rawalpindi,45,2,3,47,24,51.06,53.33,3,3,0,95.74,15
Fakhar Zaman,Seddon Park,Hamilton,50,5,3,25,11,44,84,1,1,0,200,50
Fakhar Zaman,Sharjah Cricket Stadium,Sharjah,77,3,4,80,36,45,44.16,4,4,0,96.25,19.25
Fakhar Zaman,Shere Bangla National Stadium,Dhaka,91,3,6,87,36,41.38,46.15,2,1,1,104.6,91
Fakhar Zaman,SuperSport Park,Centurion,68,4,7,36,14,38.89,76.47,2,1,1,188.89,68
Fakhar Zaman,The Wanderers Stadium,Johannesburg,27,1,4,19,10,52.63,81.48,1,1,0,142.11,27
Fakhar Zaman,Trent Bridge,Nottingham,26,3,1,8,1,12.5,84.62,1,1,0,325,26
Fakhar Zaman,University Oval,Dunedin,19,1,2,10,4,40,73.68,1,1,0,190,19
Fakhar Zaman,Zayed Cricket Stadium,Abu Dhabi,5,0,0,5,1,20,0,1,1,0,100,5
Fazalhaq Farooqi,Perth Stadium,Perth,0,0,0,2,2,100,,1,1,0,0,0
Fazalhaq Farooqi,Rangiri Dambulla International Stadium,Dambulla,2,0,0,3,4,133.33,0,1,1,0,66.67,2
Fazalhaq Farooqi,Sharjah Cricket Stadium,Sharjah,4,0,0,9,5,55.56,0,4,,,44.44,
Gerald Coetzee,Kingsmead,Durban,25,1,1,24,8,33.33,40,3,3,0,104.17,8.33
Gajanand Singh,Bulawayo Athletic Club,Bulawayo,22,1,2,24,15,62.5,63.64,3,3,0,91.67,7.33
Gajanand Singh,Central Broward Regional Park Stadium Turf Ground,Florida,87,6,4,62,24,38.71,59.77,2,2,0,140.32,43.5
Gajanand Singh,Prairie View Cricket Complex,Houston,1,0,0,2,1,50,0,2,1,1,50,1
Gajanand Singh,Queens Sports Club,Bulawayo,4,0,0,5,2,40,0,1,1,0,80,4
Gajanand Singh,Sir Vivian Richards Stadium,Antigua,50,4,2,38,18,47.37,64,1,,,131.58,
Grant Stewart,Desert Springs Cricket Ground,Spain,310,23,26,191,90,47.12,78.06,9,9,0,162.3,34.44
Grant Stewart,Goldenacre,Edinburgh,0,0,0,1,1,100,,1,1,0,0,0
Grant Stewart,Grange Cricket Club Ground,Edinburgh,50,4,4,29,12,41.38,80,3,3,0,172.41,16.67
Glenn Phillips,Adelaide Oval,Adelaide,17,1,2,9,3,33.33,82.35,1,1,0,188.89,17
Glenn Phillips,Bay Oval,Mount Maunganui,130,9,11,75,31,41.33,75.38,4,3,1,173.33,43.33
Glenn Phillips,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,5,0,0,10,7,70,0,1,1,0,50,5
Glenn Phillips,Brisbane Cricket Ground,Brisbane,62,3,4,36,10,27.78,54.84,1,1,0,172.22,62
Glenn Phillips,Civil Service Cricket Club,Belfast,148,3,10,112,30,26.79,39.19,3,1,2,132.14,148
Glenn Phillips,Dubai International Cricket Stadium,Dubai,51,2,1,54,22,40.74,31.37,2,2,0,94.44,25.5
Glenn Phillips,Eden Gardens,Kolkata,0,0,0,4,4,100,,1,1,0,0,0
Glenn Phillips,Eden Park,Auckland,160,10,14,101,41,40.59,72.5,6,5,1,158.42,32
Glenn Phillips,Edgbaston,Birmingham,69,5,5,34,10,29.41,72.46,1,1,0,202.94,69
Glenn Phillips,Grange Cricket Club Ground,Edinburgh,23,1,1,16,4,25,43.48,1,1,0,143.75,23
Glenn Phillips,Hagley Oval,Christchurch,256,15,12,166,47,28.31,53.91,7,5,2,154.22,51.2
Glenn Phillips,JSCA International Stadium Complex,Ranchi,51,3,2,43,17,39.53,50.98,2,2,0,118.6,25.5
Glenn Phillips,McLean Park,Napier,143,5,14,85,22,25.88,60.14,4,3,1,168.24,47.67
Glenn Phillips,Narendra Modi Stadium,Ahmedabad,2,0,0,7,5,71.43,0,1,1,0,28.57,2
Glenn Phillips,Old Trafford,Manchester,22,0,3,17,5,29.41,54.55,1,1,0,129.41,22
Glenn Phillips,Riverside Ground,Chester-le-Street,41,0,4,38,15,39.47,39.02,1,1,0,107.89,41
Glenn Phillips,Sabina Park,Jamaica,134,9,9,78,23,29.49,67.16,3,3,0,171.79,44.67
Glenn Phillips,Sawai Mansingh Stadium,Jaipur,0,0,0,3,3,100,,1,1,0,0,0
Glenn Phillips,Seddon Park,Hamilton,37,1,5,19,5,26.32,70.27,2,1,1,194.74,37
Glenn Phillips,Sharjah Cricket Stadium,Sharjah,52,3,2,36,11,30.56,50,2,2,0,144.44,26
Glenn Phillips,Sky Stadium,Wellington,53,3,6,26,9,34.62,79.25,2,,,203.85,
Glenn Phillips,Sportpark Westvliet,Voorburg,14,0,0,14,5,35.71,0,1,1,0,100,14
Glenn Phillips,Sydney Cricket Ground,Sydney,122,4,13,82,35,42.68,62.3,3,3,0,148.78,40.67
Glenn Phillips,Trent Bridge,Nottingham,42,3,2,25,6,24,61.9,1,1,0,168,42
Glenn Phillips,University Oval,Dunedin,27,2,1,21,11,52.38,59.26,2,2,0,128.57,13.5
Glenn Phillips,Westpac Stadium,Wellington,14,1,0,13,6,46.15,42.86,2,2,0,107.69,7
Glenn Phillips,Zayed Cricket Stadium,Abu Dhabi,2,0,0,4,2,50,0,1,1,0,50,2
George Linde,Boland Park,Paarl,29,1,2,20,8,40,48.28,1,1,0,145,29
George Linde,National Cricket Stadium,Grenada,9,0,1,14,9,64.29,44.44,4,4,0,64.29,2.25
George Linde,Newlands,Cape Town,12,1,1,6,3,50,83.33,1,1,0,200,12
George Linde,SuperSport Park,Centurion,25,2,1,15,5,33.33,64,2,2,0,166.67,12.5
George Linde,The Village,Dublin,10,0,1,13,7,53.85,40,1,1,0,76.92,10
George Linde,The Wanderers Stadium,Johannesburg,26,2,0,17,3,17.65,46.15,2,1,1,152.94,26
George Garton,Kensington Oval,Barbados,2,0,0,4,2,50,0,1,1,0,50,2
Glenn Maxwell,Adelaide Oval,Adelaide,174,10,18,87,29,33.33,75.86,2,1,1,200,174
Glenn Maxwell,Barsapara Cricket Stadium,Guwahati,104,8,8,48,13,27.08,76.92,1,,,216.67,
Glenn Maxwell,Bellerive Oval,Tasmania,10,0,1,8,2,25,40,1,1,0,125,10
Glenn Maxwell,Brisbane Cricket Ground,Brisbane,14,1,0,13,9,69.23,42.86,2,1,1,107.69,14
Glenn Maxwell,Carrara Oval,Carrara,0,0,0,3,3,100,,1,1,0,0,0
Glenn Maxwell,Dubai International Cricket Stadium,Dubai,46,1,5,43,24,55.81,56.52,4,3,1,106.98,15.33
Glenn Maxwell,Eden Park,Auckland,26,2,3,13,8,61.54,92.31,2,2,0,200,13
Glenn Maxwell,Greenfield International Stadium,Trivandrum,12,1,1,8,5,62.5,83.33,1,1,0,150,12
Glenn Maxwell,Hagley Oval,Christchurch,1,0,0,5,5,100,0,1,1,0,20,1
Glenn Maxwell,Manuka Oval,Canberra,57,3,3,49,24,48.98,52.63,4,4,0,116.33,14.25
Glenn Maxwell,Melbourne Cricket Ground,Melbourne,77,1,5,60,18,30,33.77,2,1,1,128.33,77
Glenn Maxwell,Pallekele International Cricket Stadium,Pallekele,16,2,0,9,3,33.33,75,1,1,0,177.78,16
Glenn Maxwell,Perth Stadium,Perth,35,2,4,26,16,61.54,80,2,2,0,134.62,17.5
Glenn Maxwell,Punjab Cricket Association IS Bindra Stadium,Mohali,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Glenn Maxwell,R Premadasa Stadium,Colombo,19,0,0,19,6,31.58,0,1,1,0,100,19
Glenn Maxwell,Rajiv Gandhi International Stadium,Hyderabad,6,0,1,11,8,72.73,66.67,1,1,0,54.55,6
Glenn Maxwell,Sky Stadium,Wellington,26,2,2,13,5,38.46,76.92,2,2,0,200,13
Glenn Maxwell,Sydney Cricket Ground,Sydney,127,6,9,87,28,32.18,56.69,5,5,0,145.98,25.4
Glenn Maxwell,The Rose Bowl,Southampton,33,1,1,31,9,29.03,30.3,3,3,0,106.45,11
Glenn Maxwell,University Oval,Dunedin,3,0,0,5,2,40,0,1,1,0,60,3
Glenn Maxwell,Vidarbha Cricket Association Stadium,Vidarbha,0,0,0,1,1,100,,1,1,0,0,0
Glenn Maxwell,Westpac Stadium,Wellington,88,6,10,40,18,45,86.36,2,2,0,220,44
Glenn Maxwell,Zayed Cricket Stadium,Abu Dhabi,18,0,1,21,6,28.57,22.22,1,1,0,85.71,18
Gary Ballance,Harare Sports Club,Harare,30,1,2,29,13,44.83,46.67,1,1,0,103.45,30
Heinrich Klaasen,Adelaide Oval,Adelaide,21,1,0,18,4,22.22,28.57,1,1,0,116.67,21
Heinrich Klaasen,Barabati Stadium,Cuttack,81,5,7,46,17,36.96,71.6,1,1,0,176.09,81
Heinrich Klaasen,Boland Park,Paarl,7,0,0,10,5,50,0,1,1,0,70,7
Heinrich Klaasen,Civil Service Cricket Club,Belfast,7,0,1,5,1,20,57.14,1,,,140,
Heinrich Klaasen,County Ground,Bristol,65,2,8,37,9,24.32,67.69,3,2,1,175.68,32.5
Heinrich Klaasen,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,29,1,3,24,10,41.67,62.07,1,1,0,120.83,29
Heinrich Klaasen,Gaddafi Stadium,Lahore,29,0,5,20,7,35,68.97,3,2,1,145,14.5
Heinrich Klaasen,National Cricket Stadium,Grenada,17,0,0,23,8,34.78,0,2,2,0,73.91,8.5
Heinrich Klaasen,Newlands,Cape Town,20,0,2,12,3,25,40,1,1,0,166.67,20
Heinrich Klaasen,R Premadasa Stadium,Colombo,2,0,0,4,2,50,0,1,1,0,50,2
Heinrich Klaasen,Saurashtra Cricket Association Stadium,Saurashtra,8,0,1,8,3,37.5,50,1,1,0,100,8
Heinrich Klaasen,Sophia Gardens,Wales,19,1,1,10,3,30,52.63,1,1,0,190,19
Heinrich Klaasen,St George's Park,Port Elizabeth,7,1,0,5,3,60,85.71,1,1,0,140,7
Heinrich Klaasen,SuperSport Park,Centurion,41,0,6,31,11,35.48,58.54,4,3,1,132.26,13.67
Heinrich Klaasen,Sydney Cricket Ground,Sydney,15,0,3,9,3,33.33,80,1,1,0,166.67,15
Heinrich Klaasen,The Wanderers Stadium,Johannesburg,97,6,7,56,15,26.79,65.98,4,3,1,173.21,32.33
Heinrich Klaasen,Zayed Cricket Stadium,Abu Dhabi,13,0,2,13,8,61.54,61.54,1,1,0,100,13
Henry Shipley,Eden Park,Auckland,1,0,0,1,,,0,1,,,100,
Henry Shipley,Gaddafi Stadium,Lahore,1,0,0,1,,,0,1,,,100,
Harry Brook,Brian Lara Stadium,Trinidad & Tobago,13,0,1,10,2,20,30.77,2,1,1,130,13
Harry Brook,Brisbane Cricket Ground,Brisbane,7,1,0,3,1,33.33,85.71,1,1,0,233.33,7
Harry Brook,Edgbaston,Birmingham,16,0,3,17,11,64.71,75,2,2,0,94.12,8
Harry Brook,Gaddafi Stadium,Lahore,50,4,1,38,14,36.84,56,2,1,1,131.58,50
Harry Brook,Kensington Oval,Barbados,11,0,0,15,7,46.67,0,2,2,0,73.33,5.5
Harry Brook,Manuka Oval,Canberra,1,0,0,2,1,50,0,1,1,0,50,1
Harry Brook,Melbourne Cricket Ground,Melbourne,38,0,2,44,22,50,21.05,2,2,0,86.36,19
Harry Brook,National Cricket Stadium,Grenada,36,4,1,15,4,26.67,77.78,2,1,1,240,36
Harry Brook,National Stadium,Karachi,188,9,18,108,28,25.93,67.02,4,2,2,174.07,94
Harry Brook,Old Trafford,Manchester,67,5,5,36,13,36.11,74.63,1,1,0,186.11,67
Harry Brook,Perth Stadium,Perth,19,0,2,16,6,37.5,42.11,2,2,0,118.75,9.5
Harry Brook,Riverside Ground,Chester-le-Street,43,3,2,27,9,33.33,60.47,1,,,159.26,
Harry Brook,Sydney Cricket Ground,Sydney,4,0,0,5,2,40,0,1,1,0,80,4
Harry Brook,The Rose Bowl,Southampton,28,1,2,23,8,34.78,50,1,1,0,121.74,28
Harry Brook,Trent Bridge,Nottingham,23,0,3,17,6,35.29,52.17,2,2,0,135.29,11.5
Rassie van der Dussen,Arun Jaitley Stadium,Delhi,75,5,7,46,18,39.13,77.33,1,,,163.04,
Rassie van der Dussen,Barabati Stadium,Cuttack,1,0,0,7,6,85.71,0,1,1,0,14.29,1
Rassie van der Dussen,Boland Park,Paarl,25,0,0,29,9,31.03,0,1,,,86.21,
Rassie van der Dussen,Civil Service Cricket Club,Belfast,6,0,0,15,9,60,0,1,1,0,40,6
Rassie van der Dussen,County Ground,Bristol,14,0,2,21,13,61.9,57.14,2,2,0,66.67,7
